1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
3	 0.600	 1	 0	 1	 0	 0	 1
3	 0.150	 0	 1	 0	 1	 0	 1
3	 0.150	 1	 0	 1	 0	 0	 1
3	 0.150	 0	 1	 0	 1	 0	 1
3	 0.150	 1	 0	 1	 0	 0	 1
3	 0.150	 0	 1	 0	 1	 0	 1
3	 0.150	 1	 0	 1	 0	 0	 1
3	 0.150	 0	 1	 0	 1	 0	 1
3	 0.150	 1	 0	 1	 0	 0	 1
3	 0.150	 0	 1	 0	 1	 0	 1
3	 0.150	 1	 0	 1	 0	 0	 1
3	 0.150	 0	 1	 0	 1	 0	 1
3	 0.150	 1	 0	 1	 0	 0	 1
3	 0.150	 0	 1	 0	 1	 0	 1
3	 0.150	 1	 0	 1	 0	 0	 1
3	 0.150	 0	 1	 0	 1	 0	 1
4	 0.150	 1	 0	 1	 0	 1	 1
4	 0.150	 0	 1	 0	 1	 0	 1
4	 0.150	 1	 0	 1	 0	 0	 1
4	 0.150	 0	 1	 0	 1	 0	 1
4	 0.150	 1	 0	 1	 0	 1	 1
4	 0.150	 0	 1	 0	 1	 0	 1
4	 0.150	 1	 0	 1	 0	 0	 1
4	 0.150	 0	 1	 0	 1	 0	 1
4	 0.150	 1	 0	 1	 0	 1	 1
4	 0.150	 0	 1	 0	 1	 0	 1
4	 0.150	 1	 0	 1	 0	 0	 1
4	 0.150	 0	 1	 0	 1	 0	 1
4	 0.150	 1	 0	 1	 0	 1	 1
4	 0.150	 0	 1	 0	 1	 0	 1
4	 0.150	 1	 0	 1	 0	 0	 1
4	 0.150	 0	 1	 0	 1	 0	 1
5	 0.150	 5	 0	 1	 0	 1	 1
5	 0.300	 5	 0	 1	 0	 0	 1
5	 0.300	 5	 1	 1	 1	 0	 1
5	 0.300	 5	 0	 1	 0	 0	 1
5	 0.300	 5	 0	 1	 0	 1	 1
5	 0.300	 5	 0	 1	 0	 1	 1
5	 0.300	 5	 1	 1	 1	 0	 1
5	 0.300	 5	 0	 1	 0	 0	 1
6	 0.300	 5	 0	 1	 0	 1	 1
6	 0.300	 5	 0	 1	 0	 0	 1
6	 0.300	 5	 1	 1	 1	 0	 1
6	 0.300	 5	 0	 1	 0	 0	 1
6	 0.300	 5	 0	 1	 0	 1	 1
6	 0.300	 5	 0	 1	 0	 1	 1
6	 0.300	 5	 1	 1	 1	 0	 1
6	 0.300	 5	 0	 1	 0	 0	 1
7	 0.300	 5	 0	 1	 0	 1	 1
7	 0.300	 5	 0	 1	 0	 0	 1
7	 0.300	 5	 1	 1	 1	 0	 1
7	 0.300	 5	 0	 1	 0	 0	 1
7	 0.300	 5	 0	 1	 0	 1	 1
7	 0.300	 5	 0	 1	 0	 1	 1
7	 0.300	 5	 1	 1	 1	 0	 1
7	 0.300	 5	 0	 1	 0	 0	 1
8	 0.300	 5	 0	 1	 0	 1	 1
8	 0.300	 5	 0	 1	 0	 0	 1
8	 0.300	 5	 1	 1	 1	 0	 1
8	 0.300	 5	 0	 1	 0	 0	 1
8	 0.300	 5	 0	 1	 0	 1	 1
8	 0.300	 5	 0	 1	 0	 1	 1
8	 0.300	 5	 1	 1	 1	 0	 1
8	 0.300	 5	 0	 1	 0	 0	 1
9	 0.300	 0	 0	 0	 0	 0	 0
9	 0.600	 0	 0	 0	 0	 0	 0
9	 0.600	 0	 0	 0	 0	 0	 0
9	 0.600	 0	 0	 0	 0	 0	 0
10	 0.600	 0	 0	 0	 0	 0	 0
10	 0.600	 0	 0	 0	 0	 0	 0
10	 0.600	 0	 0	 0	 0	 0	 0
10	 0.600	 0	 0	 0	 0	 0	 0
11	 0.600	 0	 0	 0	 0	 0	 0
11	 0.600	 0	 0	 0	 0	 0	 0
11	 0.600	 0	 0	 0	 0	 0	 0
11	 0.600	 0	 0	 0	 0	 0	 0
