0.050	0	0	0	0	1	1
0.150	5	1	5	5	0	1
0.150	0	1	0	5	0	1
0.150	1	0	5	0	0	1
0.150	5	1	5	5	1	1
0.250	5	0	5	0	1	1
0.350	5	0	5	0	1	1
0.200	0	0	0	0	1	1
0.150	5	1	5	5	0	1
0.250	5	0	5	0	1	1
0.250	0	5	0	5	1	1
0.350	5	0	5	0	1	1
0.300	5	1	5	5	0	1
0.250	5	0	5	0	1	1
0.250	0	5	0	5	1	1
0.350	5	0	5	0	1	1
0.200	0	0	0	0	1	1
0.150	5	1	5	5	0	1
0.250	5	0	5	0	1	1
0.250	0	5	0	5	1	1
0.350	5	0	5	0	1	1
0.300	5	1	5	5	0	1
0.250	5	0	5	0	1	1
0.250	0	5	0	5	1	1
0.150	0	0	0	0	1	1
0.200	5	0	5	0	1	1
0.300	5	1	5	5	0	1
0.250	5	0	5	0	1	1
0.250	0	5	0	5	1	1
0.350	5	0	5	0	1	1
0.300	5	1	5	5	0	1
0.250	5	0	5	0	1	1
0.150	5	1	5	5	0	1
0.250	5	0	5	0	1	1
0.200	0	5	0	5	1	1
0.300	5	1	5	5	0	1
0.250	5	0	5	0	1	1
0.150	0	0	0	0	1	1
0.250	5	0	5	0	1	1
0.200	0	5	0	5	1	1
0.300	5	1	5	5	0	1
0.250	5	0	5	0	0	1
0.150	0	5	0	5	1	1
