0.050	10
0.150	1
0.000	11
0.000	3
0.150	1
0.150	1
0.150	10
0.000	1
0.000	11
0.000	5
0.250	10
0.000	11
0.400	10
0.000	11
0.150	10
0.150	1
0.000	11
0.250	10
0.000	11
0.250	10
0.000	11
0.400	10
0.000	11
0.250	1
0.000	11
0.250	10
0.000	11
0.250	10
0.000	11
0.400	10
0.000	11
0.150	10
0.150	1
0.000	11
0.250	10
0.000	11
0.250	10
0.000	11
0.400	10
0.000	11
0.250	1
0.000	11
0.250	10
0.000	11
0.250	10
0.000	11
0.150	10
0.250	10
0.000	11
0.250	1
0.000	11
0.250	10
0.000	11
0.250	10
0.000	11
0.400	10
0.000	11
0.250	1
0.000	11
0.250	10
0.000	11
0.150	1
0.000	11
0.250	10
0.000	11
0.250	10
0.000	11
0.250	1
0.000	11
0.250	10
0.000	11
0.150	10
0.250	10
0.000	11
0.250	10
0.000	11
0.250	1
0.000	11
0.250	11
0.150	10
0.000	11
