 2.500     4     0     0     0     0     1
 3.200     5     0     0     0     0     1
 0.600     3     0     0     0     0     1
 0.600     4     0     0     0     0     1
 0.700     2     0     0     0     0     1
 0.600     8     0     0     0     0     1
 0.650     0     0     0     0     1     1
 0.650     1     0     0     0     0     1
 0.600     1     0     0     0     0     1
 0.500     1     0     0     0     0     1
 0.550     1     0     0     0     0     1
 0.600     3     0     0     0     0     1
 0.450     3     0     0     0     0     1
 0.500     3     0     0     0     0     1
 0.750     4     0     0     0     0     1
 0.500     2     0     0     0     0     1
 0.500     2     0     0     0     0     1
 0.650     2     0     0     0     0     1
 0.650     2     0     0     0     0     1
 0.650     0     0     0     0     1     1
 0.500     0     0     0     0     1     1
 0.450     0     0     0     0     1     1
 0.550     5     0     0     0     0     1
 0.550     5     0     0     0     0     1
 0.650     0     0     0     0     1     1
 0.650     0     0     0     0     1     1
 0.550     1     0     0     0     0     1
 0.600     1     0     0     0     0     1
 0.600     3     0     0     0     0     1
 0.600     3     0     0     0     0     1
 0.600     2     0     0     0     0     1
 0.550     2     0     0     0     0     1
 0.500     8     0     0     0     0     1
 0.550     8     0     0     0     0     1
