1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
3	 0.600	 0	 0	 0	 0	 1	 1
3	 0.600	 0	 0	 0	 0	 0	 0
3	 0.600	 0	 0	 0	 0	 0	 0
3	 0.600	 0	 0	 0	 0	 0	 0
4	 0.600	 0	 0	 0	 0	 1	 1
4	 0.600	 0	 0	 0	 0	 1	 1
4	 0.600	 0	 0	 0	 0	 1	 1
4	 0.600	 0	 0	 0	 0	 1	 1
5	 0.600	 6	 0	 1	 0	 1	 1
5	 0.600	 6	 0	 1	 0	 1	 1
5	 0.600	 6	 0	 1	 0	 1	 1
5	 0.600	 6	 0	 1	 0	 1	 1
6	 0.600	 6	 0	 1	 0	 1	 1
6	 0.600	 6	 0	 1	 0	 1	 1
6	 0.300	 0	 4	 0	 1	 0	 1
6	 0.300	 6	 0	 1	 0	 1	 1
6	 0.300	 0	 3	 0	 1	 0	 1
6	 0.300	 6	 0	 1	 0	 1	 1
6	 0.300	 0	 2	 0	 1	 0	 1
7	 0.300	 7	 0	 1	 0	 1	 1
7	 0.600	 2	 3	 1	 1	 1	 1
7	 0.600	 0	 0	 0	 0	 1	 1
7	 0.300	 2	 4	 1	 1	 0	 1
7	 0.300	 0	 0	 0	 0	 1	 1
7	 0.300	 2	 4	 1	 1	 0	 1
8	 0.300	 0	 0	 0	 0	 1	 1
8	 0.600	 0	 0	 0	 0	 1	 1
8	 0.300	 2	 3	 1	 1	 0	 1
8	 0.300	 0	 0	 0	 0	 1	 1
8	 0.600	 2	 0	 1	 0	 1	 1
8	 0.300	 0	 2	 0	 1	 0	 1
8	 0.150	 2	 0	 1	 0	 0	 1
9	 0.150	 7	 0	 1	 0	 1	 1
9	 0.600	 2	 3	 1	 1	 1	 1
9	 0.300	 2	 0	 1	 0	 0	 1
9	 0.300	 2	 0	 1	 0	 1	 1
9	 0.300	 2	 4	 1	 1	 0	 1
9	 0.300	 0	 2	 0	 1	 1	 1
9	 0.300	 2	 4	 1	 1	 0	 1
10	 0.300	 2	 0	 1	 0	 1	 1
10	 0.300	 2	 0	 1	 0	 0	 1
10	 0.300	 2	 0	 1	 0	 1	 1
10	 0.300	 2	 3	 1	 1	 0	 1
10	 0.300	 2	 0	 1	 0	 1	 1
10	 0.300	 3	 0	 1	 1	 0	 1
10	 0.150	 0	 3	 0	 1	 0	 1
10	 0.150	 3	 0	 1	 0	 1	 1
10	 0.300	 0	 2	 0	 1	 0	 1
10	 0.150	 2	 0	 1	 0	 0	 1
