Timestamp,Type,X,Y,Z
2025-11-12 13:19:10.872,A,-0.0639648,-0.252441,-0.905273
2025-11-12 13:19:10.873,G,36.0107,-4.82178,-58.2275
2025-11-12 13:19:10.973,A,0.0927734,-0.126465,-0.913574
2025-11-12 13:19:10.973,G,-66.5283,2.99072,1.09863
2025-11-12 13:19:11.073,A,0.127441,0.000488281,-1.0791
2025-11-12 13:19:11.073,G,20.1416,2.0752,49.0112
2025-11-12 13:19:11.173,A,0.880859,-0.23584,-1.00537
2025-11-12 13:19:11.173,G,-254.822,973.267,-19.9585
2025-11-12 13:19:11.273,A,0.849121,-0.130859,0.0561523
2025-11-12 13:19:11.273,G,-47.9736,347.9,-16.8457
2025-11-12 13:19:11.373,A,-0.0957031,-0.384766,1.39209
2025-11-12 13:19:11.373,G,163.818,130.066,287.842
2025-11-12 13:19:11.474,A,0.0249023,0.074707,1.01758
2025-11-12 13:19:11.474,G,-29.2358,-1.2207,76.9653
2025-11-12 13:19:11.574,A,-0.0219727,-0.0615234,1.00195
2025-11-12 13:19:11.574,G,-2.01416,0.12207,111.084
2025-11-12 13:19:11.674,A,0.0229492,-0.0532227,1.02734
2025-11-12 13:19:11.674,G,3.41797,4.3335,-18.3716
2025-11-12 13:19:11.774,A,0.0546875,-0.123047,1.00146
2025-11-12 13:19:11.774,G,1.15967,-7.14111,-16.7847
2025-11-12 13:19:11.874,A,0.155762,-0.168457,1.06104
2025-11-12 13:19:11.874,G,-11.9629,-21.6064,-21.3013
2025-11-12 13:19:11.974,A,0.270508,-0.171387,0.784668
2025-11-12 13:19:11.974,G,-60.4248,-88.9893,-39.917
2025-11-12 13:19:12.075,A,0.380371,-0.112793,0.802734
2025-11-12 13:19:12.075,G,-64.5142,-298.828,14.4043
2025-11-12 13:19:12.175,A,-0.19873,-0.256836,0.29834
2025-11-12 13:19:12.175,G,-260.376,-1436.95,21.5454
2025-11-12 13:19:12.275,A,-0.508789,0.310547,-0.748047
2025-11-12 13:19:12.275,G,-147.583,495.239,114.136
2025-11-12 13:19:12.375,A,0.126953,-0.262695,-1.22168
2025-11-12 13:19:12.375,G,-33.02,-1.52588,104.614
2025-11-12 13:19:12.475,A,0.00830078,-0.00537109,-1.00049
2025-11-12 13:19:12.475,G,0,4.94385,0.12207
2025-11-12 13:19:12.576,A,0.0126953,-0.00488281,-0.999023
2025-11-12 13:19:12.576,G,0.12207,0.12207,-0.0610352
2025-11-12 13:19:12.676,A,0.0654297,-0.027832,-0.977051
2025-11-12 13:19:12.676,G,-0.671387,-5.61523,14.5264
2025-11-12 13:19:12.776,A,0.251465,0.269531,-1.01611
2025-11-12 13:19:12.776,G,2.68555,7.38525,-38.4521
2025-11-12 13:19:12.876,A,0.0454102,0.110352,-0.588867
2025-11-12 13:19:12.876,G,-13.7939,144.104,-34.6069
2025-11-12 13:19:12.976,A,0.261719,-0.0258789,-1.13965
2025-11-12 13:19:12.976,G,-37.0483,159.424,14.7705
2025-11-12 13:19:13.076,A,0.491699,-0.00634766,-0.464355
2025-11-12 13:19:13.077,G,41.626,846.375,-12.8174
