0	 10
0	 11
0.15	 11
0.15	 1
0	 11
0.15	 11
0.15	 10
0	 11
0.15	 11
0.15	 1
0	 11
0.15	 11
0.15	 10
0	 11
0.15	 11
0.15	 1
0	 11
0.15	 11
0.15	 10
0	 11
0.15	 11
0.15	 1
0	 11
0.15	 11
