0.150	3	5	5	5	1	1
0.250	0	5	0	5	0	1
0.250	0	5	0	5	0	1
0.250	0	5	0	5	0	1
0.250	5	1	5	5	0	1
0.200	5	0	5	0	0	1
0.300	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.200	0	5	0	5	0	1
0.300	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	1	1
0.200	5	0	5	0	0	1
0.300	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.200	5	1	5	5	0	1
0.300	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.200	5	0	5	0	0	1
0.300	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.200	0	5	0	5	1	1
0.300	5	0	5	0	0	1
0.250	0	5	0	5	1	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.200	5	0	5	0	0	1
0.300	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	1	1
0.250	5	0	5	0	0	1
0.200	0	5	0	5	0	1
0.300	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.200	5	0	5	0	0	1
0.300	0	5	0	5	1	1
0.250	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.200	0	5	0	5	0	1
0.300	5	0	5	0	0	1
0.250	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	5	1	5	5	0	1
0.200	5	0	5	0	0	1
0.300	0	5	0	5	0	1
0.250	5	1	5	5	0	1
0.250	5	0	5	0	0	1
0.250	5	1	5	5	0	1
0.200	5	1	5	5	0	1
0.300	4	5	5	5	0	1
0.250	3	5	5	5	1	1
0.250	4	5	5	5	0	1
0.250	8	5	5	5	1	1
0.200	4	5	5	5	0	1
0.300	3	5	5	5	1	1
0.250	0	4	0	5	0	1
0.250	5	0	5	0	1	1
0.250	0	5	0	5	0	1
0.200	4	5	5	5	0	1
0.300	4	5	5	5	0	1
0.250	0	5	0	5	0	1
0.250	4	5	5	5	0	1
0.250	4	5	5	5	0	1
0.200	4	5	5	5	0	1
0.300	0	5	0	5	0	1
0.250	5	0	5	0	0	1
0.250	4	5	5	5	0	1
0.100	3	5	5	5	1	1
0.150	0	5	0	5	0	1
0.150	0	5	0	5	0	1
0.100	5	0	5	0	0	1
0.200	5	1	5	5	0	1
0.150	5	0	5	0	0	1
0.150	0	5	0	5	0	1
0.150	5	0	5	0	0	1
0.150	0	5	0	5	0	1
0.150	5	0	5	0	0	1
0.150	0	5	0	5	0	1
0.100	5	0	5	0	0	1
0.200	0	5	0	5	0	1
0.150	5	0	5	0	0	1
0.150	0	5	0	5	1	1
0.150	5	0	5	0	0	1
