0.0	0	0
1.199	5	70
1.81	3	127
2.433	4	127
3.132	2	107
3.75	7	118
4.392	10	127
5.037	1	127
5.661	1	37
6.166	1	21
6.698	1	26
7.305	3	19
7.779	3	28
8.259	3	25
9.022	4	127
9.529	2	127
10.041	2	125
10.669	2	127
11.34	2	127
11.994	10	10
12.478	10	10
12.939	10	15
13.499	5	19
14.043	5	44
14.67	10	48
15.299	10	54
15.858	1	39
16.453	1	42
17.076	3	53
17.668	3	55
18.263	2	52
18.835	2	33
19.326	7	39
19.862	7	107
