0.3978,10,49
0.4594,10,17
0.699,4,127
0.7221,4,127
0.8005,4,84
0.8316,4,72
0.9346,4,25
0.9635,4,21
0.9967,4,127
1.0217,4,121
1.1601,4,21
1.2978,10,48
1.3598,10,17
1.5991,1,105
1.6269,1,104
1.6988,1,58
1.7893,1,45
1.8809,1,33
1.8981,10,49
1.9596,10,18
2.1971,4,127
2.2202,4,121
2.2668,4,52
2.2967,4,47
2.316,4,45
2.4013,4,14
2.4985,4,127
2.525,4,126
2.5859,4,60
2.6078,4,57
2.6506,4,36
2.676,4,25
2.7467,4,13
2.7982,10,49
2.8596,10,18
3.0896,3,67
3.1068,3,76
3.1619,3,33
3.1847,3,34
3.2312,3,22
3.388,3,73
3.4064,3,73
3.4407,3,53
3.5003,3,24
3.6987,10,49
3.7603,10,17
3.9948,1,64
4.0178,1,64
4.0851,1,42
4.1103,1,36
4.1859,1,11
4.2985,10,50
4.3609,10,17
4.596,2,72
4.6167,2,64
4.7647,3,12
0.3602,5,33
0.3799,5,34
0.3909,10,49
0.453,10,16
0.9682,5,39
0.9866,5,37
0.987,1,58
0.9909,10,50
1.0093,1,54
1.0518,10,17
1.0911,1,14
1.5661,5,34
1.5901,10,50
1.5989,5,35
1.6523,10,17
2.187,1,64
2.1911,10,50
2.2117,1,59
2.2525,10,17
-0.0004,5,91
0.0003,10,49
0.0611,10,16
0.6008,5,87
0.6012,10,49
0.6014,1,91
0.6214,5,76
0.6271,1,76
0.6614,10,17
0.7089,1,43
0.8856,1,11
1.1988,5,78
1.2004,10,49
1.2198,5,69
1.2617,10,17
1.7998,5,90
1.8002,10,50
1.8016,1,94
1.821,5,75
1.8271,1,92
1.8605,10,18
1.9059,1,37
2.401,1,112
2.5502,1,96
2.5757,1,93
2.7014,1,127
2.7307,1,114
2.9968,1,75
3.0185,1,80
3.2987,4,119
3.4487,4,104
3.4707,4,80
3.5982,4,127
3.6238,4,109
3.8933,4,100
3.9124,4,86
3.9376,4,57
4.1981,3,111
4.3458,3,104
4.3666,3,95
4.3872,3,77
4.4074,3,59
4.4334,3,40
4.4754,3,21
4.4991,3,127
4.524,3,113
4.7705,3,43
4.7874,3,44
0.2539,6,16
0.5659,6,14
1.1973,2,88
1.2177,2,84
1.3007,2,51
1.3316,2,40
1.4945,2,93
1.5154,2,97
1.5786,2,41
1.609,2,38
1.7847,2,40
1.8031,2,48
2.3712,5,33
2.3716,1,5
2.3883,5,32
2.3976,10,49
2.4593,10,17
2.9762,5,39
2.9877,1,49
2.9926,5,40
2.9973,10,49
3.008,1,46
3.0272,1,43
3.0514,1,29
3.0589,10,17
3.0925,1,17
3.5734,5,36
3.592,5,34
3.597,10,50
3.659,10,17
4.1939,1,62
4.1979,10,50
4.2173,1,56
4.2595,10,16
-1,0,0

