72.086,5,5
72.329,121,121
72.356,105,105
72.58,82,82
72.618,62,62
72.659,33,33
72.691,32,32
73.073,48,48
73.084,70,70
73.619,86,86
73.639,74,74
74.135,70,70
74.142,65,65
74.153,72,72
74.165,64,64
74.634,46,46
74.654,64,64
74.672,65,65
75.155,43,43
75.177,74,74
75.195,72,72
75.219,9,9
75.695,67,67
75.713,71,71
76.218,70,70
76.222,70,70
76.236,76,76
76.245,70,70
76.737,65,65
76.754,70,70
77.235,46,46
77.258,72,72
77.276,74,74
77.777,64,64
77.796,70,70
78.301,72,72
78.303,71,71
78.319,73,73
78.327,70,70
78.818,66,66
78.837,69,69
79.317,46,46
79.341,73,73
79.359,75,75
79.859,65,65
79.876,69,69
80.38,71,71
80.383,71,71
80.399,70,70
80.407,67,67
80.899,66,66
80.917,69,69
81.399,46,46
81.417,37,37
81.945,81,81
81.964,73,73
82.463,72,72
82.466,71,71
82.481,71,71
82.489,68,68
82.958,46,46
82.982,65,65
82.999,70,70
83.479,42,42
83.502,72,72
83.521,72,72
83.544,9,9
84.021,66,66
84.039,70,70
84.543,70,70
84.544,71,71
84.561,70,70
84.569,67,67
85.062,65,65
85.08,69,69
85.561,47,47
85.579,37,37
86.048,83,83
86.502,76,76
86.505,75,75
86.52,75,75
86.529,77,77
86.96,69,69
86.978,72,72
87.419,76,76
87.42,75,75
87.436,73,73
87.444,76,76
87.876,68,68
87.894,73,73
88.336,77,77
88.339,76,76
88.355,74,74
88.362,77,77
88.463,8,8
88.794,71,71
88.812,72,72
89.253,107,107
89.272,103,103
89.366,66,66
89.403,43,43
89.458,41,41
89.478,92,92
89.503,95,95
89.581,51,51
89.673,38,38
89.751,10,10
89.777,15,15
89.852,15,15
89.886,15,15
89.919,127,127
89.952,127,127
90.015,43,43
90.032,43,43
90.112,40,40
90.363,127,127
90.399,127,127
90.476,39,39
90.558,48,48
90.581,127,127
90.621,105,105
90.759,21,21
91.022,127,127
91.035,48,48
91.464,127,127
91.466,127,127
91.5,100,100
91.5,89,89
91.563,73,73
91.609,39,39
91.644,54,54
91.668,40,40
91.688,124,124
91.694,48,48
91.75,24,24
91.792,13,13
91.908,127,127
92.13,126,126
92.348,127,127
92.35,127,127
92.386,105,105
92.441,67,67
92.484,36,36
92.526,43,43
92.551,43,43
92.571,123,123
92.581,28,28
92.636,26,26
92.708,10,10
92.79,127,127
92.796,49,49
93.01,127,127
93.23,127,127
93.231,127,127
93.269,94,94
93.322,59,59
93.409,40,40
93.433,37,37
93.454,117,117
93.458,50,50
93.469,23,23
93.523,31,31
93.546,27,27
93.601,26,26
93.672,127,127
93.892,127,127
94.112,127,127
94.114,127,127
94.204,65,65
94.242,42,42
94.29,45,45
94.317,43,43
94.334,127,127
94.401,20,20
94.42,28,28
94.482,16,16
94.554,127,127
94.56,49,49
94.775,127,127
94.783,10,10
94.992,127,127
94.994,127,127
95.085,61,61
95.124,38,38
95.17,43,43
95.194,40,40
95.216,127,127
95.222,49,49
95.225,30,30
95.278,14,14
95.298,14,14
95.358,6,6
95.436,127,127
95.447,50,50
95.562,7,7
95.657,127,127
95.874,127,127
95.877,127,127
95.967,60,60
96.005,40,40
96.053,42,42
96.077,40,40
96.097,127,127
96.163,30,30
96.183,27,27
96.266,7,7
96.318,127,127
96.324,49,49
96.444,6,6
96.539,127,127
96.547,13,13
96.756,127,127
96.759,127,127
96.797,93,93
96.852,65,65
96.89,36,36
96.938,43,43
96.962,42,42
96.979,127,127
96.984,49,49
97.046,26,26
97.071,26,26
97.128,19,19
97.169,10,10
97.2,127,127
97.212,49,49
97.312,8,8
97.42,127,127
97.638,121,121
97.672,92,92
97.738,39,39
97.829,33,33
97.853,30,30
97.858,127,127
97.866,49,49
97.932,22,22
98.019,35,35
98.04,35,35
98.065,23,23
98.08,99,99
98.091,49,49
98.301,127,127
98.52,127,127
98.522,127,127
98.555,95,95
98.621,40,40
98.655,33,33
98.686,23,23
98.705,30,30
98.742,116,116
98.748,49,49
98.886,13,13
98.901,20,20
98.962,127,127
99.096,6,6
99.184,110,110
99.403,127,127
99.406,127,127
99.444,95,95
99.495,58,58
99.533,45,45
99.582,46,46
99.607,44,44
99.625,122,122
99.63,49,49
99.647,20,20
99.693,31,31
99.716,24,24
99.845,127,127
99.857,49,49
100.065,127,127
100.075,13,13
100.284,127,127
100.287,127,127
100.321,116,116
100.376,49,49
100.414,39,39
100.464,40,40
100.488,38,38
100.507,127,127
100.512,49,49
100.569,29,29
100.662,29,29
100.704,26,26
100.726,127,127
100.729,20,20
100.748,18,18
100.759,97,97
100.793,8,8
101.161,127,127
101.191,114,114
101.384,95,95
101.505,127,127
101.602,86,86
101.613,49,49
101.819,83,83
101.827,127,127
101.849,75,75
102.045,127,127
102.046,105,105
102.084,75,75
102.373,69,69
102.491,127,127
102.54,115,115
102.61,50,50
102.69,18,18
102.699,57,57
102.731,127,127
103.145,127,127
103.156,49,49
103.592,127,127
103.595,67,67
103.623,81,81
103.811,127,127
103.813,127,127
103.894,49,49
103.918,37,37
103.982,38,38
104.012,24,24
104.032,127,127
104.07,96,96
104.155,127,127
104.257,127,127
104.294,127,127
104.652,44,44
104.69,15,15
104.711,36,36
