1.050     4     4     5     5     0     1
0.050     3     3     5     5     0     1
0.150     7     7     5     5     1     1
0.150     0     6     0     5     0     1
0.150     6     0     5     0     0     1
0.150     6     1     5     5     0     1
0.050     0     1     0     5     0     1
0.100     6     0     5     0     0     1
0.100     6     0     5     0     0     1
0.050     6     0     5     0     1     1
0.150     6     0     5     0     1     1
0.150     6     0     5     0     0     1
0.150     6     6     5     5     0     1
0.100     6     0     5     0     0     1
0.050     6     1     5     5     0     1
0.050     0     1     0     5     0     1
0.100     6     0     5     0     0     1
0.100     6     0     5     0     0     1
0.050     6     0     5     0     0     1
0.150     7     0     5     0     1     1
0.150     6     0     5     0     0     1
0.150     6     0     5     0     0     1
0.100     6     0     5     0     0     1
0.050     6     1     5     5     0     1
0.050     0     1     0     5     0     1
0.100     6     0     5     0     0     1
0.100     6     0     5     0     0     1
0.050     6     0     5     0     1     1
0.150     7     0     5     0     1     1
0.150     4     4     5     5     0     1
0.050     4     4     5     5     0     1
0.050     4     0     5     0     0     1
0.050     4     0     5     0     0     1
0.150     4     4     5     5     0     1
0.150     3     3     5     5     0     1
0.150     2     0     5     0     0     1
0.150     8     7     5     5     1     1
0.150     0     6     0     5     0     1
0.150     0     6     0     5     0     1
0.150     6     0     5     0     0     1
0.050     7     1     5     5     0     1
0.050     0     1     0     5     0     1
0.100     6     0     5     0     0     1
0.150     6     0     5     0     1     1
0.050     6     0     5     0     0     1
0.050     6     0     5     0     0     1
0.050     6     0     5     0     1     1
0.150     6     0     5     0     0     1
0.100     6     0     5     0     0     1
0.050     6     0     5     0     0     1
0.150     7     1     5     5     0     1
0.050     0     1     0     5     0     1
0.100     6     0     5     0     0     1
0.150     6     0     5     0     0     1
0.150     6     0     5     0     0     1
0.050     0     7     0     5     1     1
0.150     6     0     5     0     0     1
0.150     0     6     0     5     0     1
0.050     0     6     0     5     0     1
0.100     0     6     0     5     0     1
0.050     6     1     5     5     0     1
0.050     0     1     0     5     0     1
0.100     6     0     5     0     0     1
0.100     6     0     5     0     0     1
0.050     6     0     5     0     1     1
0.150     6     0     5     0     1     1
0.150     6     0     5     0     0     1
0.150     6     0     5     0     0     1
0.150     1     1     5     5     0     1
0.150     4     4     5     5     0     1
0.050     4     4     5     5     0     1
0.050     3     3     5     5     0     1
0.150     7     7     5     5     1     1
0.150     0     6     0     5     0     1
0.150     6     0     5     0     0     1
0.150     0     6     0     5     0     1
0.050     7     1     5     5     0     1
0.150     6     0     5     0     0     1
0.150     6     0     5     0     1     1
0.150     8     0     5     0     1     1
0.150     6     0     5     0     0     1
0.150     6     0     5     0     0     1
0.150     6     0     5     0     0     1
0.050     7     1     5     5     0     1
0.150     6     0     5     0     0     1
0.150     6     0     5     0     0     1
0.050     6     0     5     0     0     1
0.100     6     6     5     5     0     1
0.050     7     0     5     0     1     1
0.150     7     0     5     0     1     1
0.150     8     0     5     0     1     1
0.050     8     0     5     0     0     1
0.100     0     7     0     5     1     1
0.500     8     7     5     5     1     1
0.150     0     6     0     5     0     1
0.150     0     6     0     5     0     1
0.150     5     1     5     5     0     1
0.150     4     4     5     5     0     1
0.150     3     3     5     5     0     1
0.150     7     7     5     5     1     1
0.150     8     7     5     5     1     1
0.150     8     7     5     5     1     1
0.150     8     7     5     5     1     1
0.450     1     0     5     0     0     1
0.500     1     1     5     5     0     1
0.150     4     4     5     5     0     1
0.050     4     4     5     5     0     1
0.050     3     3     5     5     0     1
0.150     4     4     5     5     1     1
0.150     4     4     5     5     0     1
0.100     4     4     5     5     0     1
0.050     3     3     5     5     0     1
0.150     4     4     5     5     0     1
0.150     3     3     5     5     0     1
0.150     2     0     5     0     0     1
0.150     5     1     5     5     0     1
0.300     0     7     0     5     1     1
0.150     8     0     5     0     1     1
0.450     2     2     5     5     0     1
0.150     3     3     5     5     0     1
4.150     2     2     5     5     0     1
0.050     3     3     5     5     0     1
1.000     2     2     5     5     0     1
0.050     0     3     0     5     0     1
0.500     0     3     0     5     0     1
0.500     2     0     5     0     0     1
0.050     3     3     5     5     0     1
0.500     3     3     5     5     0     1
0.500     2     2     5     5     0     1
0.050     3     3     5     5     0     1
1.000     2     0     5     0     0     1
0.050     3     3     5     5     0     1
0.500     3     0     5     0     0     1
0.500     2     2     5     5     0     1
0.050     0     3     0     5     0     1
0.500     0     3     0     5     0     1
0.500     2     0     5     0     0     1
0.050     3     3     5     5     0     1
1.000     2     2     5     5     0     1
0.050     3     3     5     5     0     1
0.500     3     0     5     0     0     1
0.500     2     2     5     5     0     1
0.050     3     3     5     5     0     1
0.500     3     0     5     0     0     1
0.500     2     2     5     5     0     1
0.050     3     3     5     5     0     1
0.500     3     0     5     0     0     1
0.500     2     2     5     5     0     1
0.050     3     3     5     5     0     1
0.500     3     0     5     0     0     1
0.500     2     2     5     5     0     1
0.050     0     3     0     5     0     1
1.000     2     2     5     5     0     1
0.050     3     3     5     5     0     1
0.500     3     0     5     0     0     1
0.500     2     2     5     5     0     1
1.000     2     2     5     5     0     1
0.050     3     3     5     5     0     1
0.500     3     0     5     0     0     1
0.500     2     2     5     5     0     1
0.050     3     3     5     5     0     1
0.100     2     0     5     0     0     1
0.100     2     2     5     5     0     1
0.100     3     3     5     5     0     1
0.200     7     0     5     0     1     1
0.250     5     5     5     5     0     1
0.250     5     1     5     5     0     1
0.250     5     5     5     5     1     1
0.250     5     5     5     5     1     1
0.250     5     5     5     5     0     1
0.250     5     1     5     5     0     1
0.250     5     5     5     5     0     1
0.250     5     5     5     5     1     1
0.250     5     5     5     5     0     1
0.250     5     1     5     5     0     1
0.250     5     5     5     5     0     1
0.250     5     5     5     5     1     1
0.250     5     5     5     5     0     1
0.250     5     1     5     5     0     1
0.250     5     5     5     5     0     1
0.250     8     0     5     0     1     1
0.250     5     5     5     5     0     1
0.250     5     1     5     5     0     1
0.250     5     5     5     5     1     1
0.250     5     5     5     5     1     1
0.250     5     5     5     5     0     1
0.250     5     1     5     5     0     1
0.250     5     5     5     5     0     1
0.250     8     0     5     0     1     1
0.250     0     5     0     5     0     1
0.250     5     1     5     5     0     1
0.200     5     5     5     5     0     1
0.200     5     1     5     5     0     1
0.200     5     5     5     5     0     1
0.200     5     1     5     5     0     1
0.050     0     1     0     5     0     1
0.150     5     5     5     5     0     1
0.200     4     4     5     5     0     1
0.050     4     4     5     5     0     1
0.050     4     1     5     5     0     1
0.050     0     1     0     5     0     1
0.050     0     1     0     5     0     1
0.050     1     1     5     5     0     1
0.050     1     1     5     5     0     1
0.050     4     4     5     5     0     1
0.050     4     0     5     0     0     1
0.150     4     4     5     5     0     1
0.050     4     0     5     0     0     1
0.050     2     4     5     5     0     1
0.050     0     4     0     5     0     1
0.150     7     0     5     0     1     1
0.200     5     1     5     5     0     1
0.050     1     1     5     5     1     1
0.050     1     1     5     5     0     1
0.050     0     5     0     5     0     1
0.100     0     5     0     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     0     1
0.050     1     0     5     0     0     1
0.050     1     0     5     0     0     1
0.050     0     5     0     5     1     1
0.100     0     5     0     5     0     1
0.100     5     1     5     5     0     1
0.050     0     1     0     5     0     1
0.050     1     1     5     5     1     1
0.050     1     1     5     5     0     1
0.050     1     0     5     0     0     1
0.050     0     5     0     5     0     1
0.100     0     5     0     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     0     1
0.050     1     1     5     5     0     1
0.050     0     5     0     5     1     1
0.100     5     1     5     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     1     1
0.050     1     1     5     5     0     1
0.050     1     0     5     0     0     1
0.050     0     5     0     5     1     1
0.050     1     0     5     0     0     1
0.050     0     5     0     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     0     1
0.050     1     1     5     5     0     1
0.050     1     0     5     0     0     1
0.050     0     5     0     5     1     1
0.050     1     0     5     0     0     1
0.050     5     1     5     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     1     1
0.050     1     1     5     5     0     1
0.050     1     1     5     5     1     1
0.050     1     0     5     0     0     1
0.050     0     5     0     5     0     1
0.100     1     1     5     5     0     1
0.050     1     0     5     0     0     1
0.050     1     1     5     5     1     1
0.050     1     0     5     0     0     1
0.050     1     1     5     5     1     1
0.100     0     5     0     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     1     1
0.050     1     1     5     5     0     1
0.050     0     5     0     5     0     1
0.050     1     0     5     0     0     1
0.050     0     5     0     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     1     1
0.050     0     5     0     5     1     1
0.100     5     1     5     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     0     1
0.050     1     1     5     5     1     1
0.050     1     0     5     0     0     1
0.050     1     1     5     5     0     1
0.200     1     1     5     5     0     1
0.100     1     0     5     0     0     1
0.050     1     0     5     0     0     1
0.050     8     0     5     0     1     1
0.100     5     1     5     5     0     1
0.100     8     1     5     5     0     1
0.150     0     1     0     5     0     1
0.050     0     1     0     5     0     1
0.050     0     1     0     5     0     1
0.050     7     2     5     5     0     1
0.200     7     0     5     0     1     1
0.200     5     5     5     5     0     1
0.100     5     1     5     5     0     1
0.050     1     1     5     5     0     1
