0.2	3	0	5	0	0	1
0.25	3	0	5	0	0	1
0.25	3	0	5	0	0	1
0.25	3	0	5	0	0	1
0.2	0	4	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.45	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	4	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.45	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	4	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.3	3	0	5	0	0	1
0.5	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.3	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.3	0	3	0	5	0	1
0.25	4	0	5	0	0	1
0.25	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.3	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.3	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.25	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	4	0	5	0	0	1
0.15	0	3	0	5	0	1
0.1	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.1	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.1	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.1	3	0	5	0	0	1
0.2	0	4	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	4	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.1	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.1	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.25	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.1	3	0	5	0	0	1
0.2	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	4	0	5	0	1
0.15	3	0	5	0	0	1
0.1	0	3	0	5	0	1
0.2	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.15	3	0	5	0	0	1
0.15	0	3	0	5	0	1
0.1	3	0	5	0	0	1
0.2	0	3	0	5	0	1
