0.100     1     0     5     0     0     1
0.300     0     0     0     0     1     1
0.300     5     0     5     0     1     1
0.300     0     1     0     5     1     1
0.150     0     0     0     0     1     1
0.300     5     0     5     0     1     1
0.300     0     1     0     5     0     1
0.150     1     0     5     0     1     1
0.300     0     0     0     0     1     1
0.300     5     0     5     0     0     1
0.150     5     1     5     5     1     1
0.300     0     0     0     0     1     1
0.150     0     3     0     5     0     1
0.150     3     0     5     0     0     1
0.150     3     5     5     5     0     1
0.300     0     1     0     5     1     1
0.450     0     5     0     5     1     1
0.150     0     0     0     0     1     1
0.300     0     5     0     5     1     1
0.300     5     1     5     5     1     1
0.300     5     0     5     0     1     1
0.150     0     0     0     0     1     1
0.300     5     0     5     0     1     1
0.150     0     0     0     0     1     1
0.150     0     5     0     5     0     1
0.150     1     0     5     0     1     1
0.300     0     0     0     0     1     1
0.150     0     0     0     0     1     1
0.300     0     5     0     5     1     1
0.150     0     0     0     0     1     1
0.300     0     5     0     5     1     1
0.150     0     0     0     0     1     1
0.300     1     0     5     0     1     1
0.150     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.150     0     5     0     5     1     1
0.150     0     0     0     0     1     1
0.150     5     0     5     0     0     1
0.150     0     0     0     0     1     1
0.150     0     1     0     5     1     1
0.150     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.300     5     0     5     0     1     1
0.300     0     1     0     5     1     1
0.150     5     0     5     0     1     1
0.300     5     0     5     0     1     1
0.300     0     0     0     0     1     1
0.150     0     0     0     0     1     1
0.300     5     0     5     0     1     1
0.150     0     0     0     0     1     1
0.150     0     0     0     0     1     1
0.150     0     1     0     5     0     1
0.150     8     0     5     0     1     1
